2007-03-18 13:07:55+00:00,-86,177,50,168.0988227070179,-4.9193185537793775
2007-03-18 21:02:25+00:00,-52,92,50,127.27190510996871,-26.320728171248973
2007-03-18 00:39:23+00:00,34,176,50,186.3844223245853,54.68510882058192
2007-03-18 14:15:04+00:00,49,-5,50,214.06155366278773,36.82206855887663
2007-03-18 19:28:25+00:00,-7,57,50,245.39376890705068,-75.67041028364817
2007-03-18 23:46:13+00:00,-59,31,50,150.6996329835571,-28.520390412309396
2007-03-18 04:36:26+00:00,52,-88,50,333.6219570498665,-36.11019995243546
2007-03-18 11:35:11+00:00,61,-137,50,38.644711127326595,-24.41800089145901
2007-03-18 02:33:24+00:00,48,-159,50,243.6883909911414,20.368498432305007
2007-03-18 20:22:22+00:00,51,-11,50,288.3847264134121,-13.21982022179787
2007-03-18 14:07:27+00:00,-67,88,50,244.5301251533315,-11.400989038038398
2007-03-18 17:37:10+00:00,-85,38,50,239.98539172238137,-3.4467378659447387
2007-03-18 10:39:16+00:00,40,-48,50,103.69238648548094,14.289299362122579
2007-03-18 02:12:48+00:00,-3,-174,50,272.13107321338435,52.948592780424434
2007-03-18 02:32:29+00:00,48,-113,50,278.9649182784907,-9.467828261861971
2007-03-18 10:47:46+00:00,61,-172,50,345.9829767693802,-29.256320208679135
2007-03-18 04:38:08+00:00,1,-49,50,90.40837092535675,-71.6155571046326
2007-03-18 02:23:24+00:00,-57,-80,50,230.79610657454973,-21.09132400648882
2007-03-18 15:48:50+00:00,14,124,50,356.5127540618281,-75.00182778932052
2007-03-18 05:50:58+00:00,28,48,50,115.15387677368565,36.873317394742415
2007-03-18 22:44:53+00:00,36,-56,50,278.49690726479696,-10.069953694525807
2007-03-18 09:50:50+00:00,-37,-101,50,122.21897679004223,-33.95404124366723
2007-03-18 06:09:23+00:00,-61,-93,50,183.18276399549023,-27.917605516364848
2007-03-18 11:29:30+00:00,-52,20,50,346.92537542590014,38.243052726840645
2007-03-18 17:26:33+00:00,-38,94,50,190.67466036177032,-52.462095248000296
2007-03-18 09:17:33+00:00,-89,-146,50,188.7409714349941,0.00598786814177315
2007-03-18 10:57:55+00:00,-51,6,50,15.066735718988921,38.99779365744876
2007-03-18 02:55:06+00:00,27,106,50,126.79181113215616,48.024038644399184
2007-03-18 22:04:48+00:00,-39,-61,50,271.86231331473994,0.9406473256710454
2007-03-18 17:14:49+00:00,-7,5,50,271.9713747244009,8.217787407901113
2007-03-18 23:43:01+00:00,64,83,50,77.61529628505006,-5.044116744975504
2007-03-18 16:26:14+00:00,40,-169,50,79.79358908763801,-10.470589480157207
2007-03-18 10:38:01+00:00,-22,159,50,247.41114861117782,-41.66090905980151
2007-03-18 15:18:20+00:00,62,165,50,35.472889858470424,-22.403786921218632
