timestamp,latitude,longitude,height,azimuth,altitude
2009-12-20 21:17:46+00:00,26,29,0,281.7996504262143,-79.5378122095142
2009-03-24 23:44:30+00:00,-49,-132,0,310.5340214164396,27.347972838821807
2008-09-19 20:11:00+00:00,57,-1,0,299.3402778792506,-16.455852007246403
2018-07-20 21:01:31+00:00,-4,-95,0,304.4398104907871,44.96062229255251
2011-04-07 10:00:53+00:00,-45,25,0,6.915737876878535,37.92216389311487
2013-09-20 06:39:03+00:00,11,-60,0,76.41167995156383,-47.30775382506378
2009-07-08 07:00:45+00:00,10,123,0,291.5422494668801,43.59053224452193
2009-04-11 22:09:32+00:00,1,162,0,78.96017969563638,43.613794387699194
2008-06-14 02:09:29+00:00,-37,-24,0,150.57067033006658,-74.59390129445997
2016-06-08 19:58:04+00:00,-64,80,0,153.25813902439918,-46.97323518065838
2005-08-04 23:31:41+00:00,-39,-100,0,294.85386593911136,3.081474915593185
2006-02-25 20:33:48+00:00,21,-91,0,231.72991230143623,45.109072719409156
2016-04-19 02:49:11+00:00,60,-87,0,315.50999289035246,-10.244246454965873
2005-12-14 00:34:01+00:00,-22,-128,0,255.95189686426366,33.38364366552993
2018-03-25 00:33:29+00:00,56,29,0,40.10316203680324,-25.345271293708734
2011-09-19 09:23:18+00:00,-11,95,0,278.7148109717202,31.786520167458317
2014-01-16 10:32:43+00:00,-68,13,0,14.543086401383924,42.31806980387956
2012-07-07 17:15:34+00:00,-17,144,0,75.09380300964052,-50.71881738651185
2008-04-18 07:49:55+00:00,-32,-55,0,95.0753137760824,-29.02632694106858
2013-08-21 10:13:38+00:00,-82,58,0,330.1451932560718,-4.996304498185328
2006-07-26 01:30:25+00:00,13,58,0,68.4199211109832,-5.865946578055157
2014-07-15 13:52:14+00:00,-55,157,0,174.34893220312918,-56.3355651168558
2017-12-15 02:18:58+00:00,-62,87,0,71.88592441436803,35.59066637846712
2008-01-13 01:05:22+00:00,9,-9,0,159.19824117028384,-76.46779488725637
2007-01-09 05:25:40+00:00,-35,173,0,260.3831536782216,26.3051891286941
2018-10-26 05:02:40+00:00,53,117,0,197.44884540409004,22.996735211499747
2015-04-11 19:39:43+00:00,-17,-49,0,286.1889299899108,20.44419313915455
2012-02-10 08:50:28+00:00,-44,-56,0,112.16093544118299,-1.8174726579375744
2018-04-16 04:09:59+00:00,17,3,0,72.08073885724491,-19.98218085960728
2016-10-21 11:28:01+00:00,51,145,0,307.04061693391793,-38.76713484116188
2014-05-19 03:22:31+00:00,67,82,0,123.99688923305884,34.3059497144122
2017-04-25 00:13:21+00:00,-31,152,0,31.594003110704577,39.92466417112321
2006-01-16 19:05:38+00:00,87,125,0,49.761609300615405,-22.79336676045997
2011-03-02 17:52:44+00:00,59,-127,0,136.3181064286721,15.914886696574944
2005-05-23 09:30:05+00:00,-29,-72,0,79.5946320965423,-25.709374694258596
2012-08-08 23:50:59+00:00,44,5,0,1.3203290870322304,-30.244019251112697
2009-05-18 05:42:45+00:00,34,-19,0,61.09875717509237,-6.415366174329668
2011-03-27 12:10:41+00:00,-86,-122,0,120.62016332457632,-4.690149712963231
2016-04-23 19:25:08+00:00,-68,153,0,90.12933750814233,-14.028523239408242
2006-08-20 02:26:02+00:00,-47,-51,0,205.70998944221517,-53.13745083222152
2008-12-14 17:53:17+00:00,82,137,0,49.351375159211685,-28.644189290320192
2019-01-10 21:40:37+00:00,-4,19,0,213.55524108002797,-58.69530948265112
2008-06-17 09:42:56+00:00,61,-81,0,56.86431942833695,8.906643161959087
2010-03-24 10:14:04+00:00,-39,19,0,13.992230404643747,48.60230569873079
2012-12-05 16:29:49+00:00,88,23,0,271.7092598584085,-22.560589988984493
2005-06-27 22:47:59+00:00,-57,-72,0,283.8799624002812,-18.899177331592455
2015-04-15 21:53:39+00:00,73,111,0,76.8101458602612,6.41984422330195
2007-07-07 09:29:28+00:00,-78,15,0,22.484437484751993,-11.571990769505968
2006-08-12 10:56:30+00:00,-48,-126,0,124.87324954022789,-45.16529261264262
2010-10-12 15:00:27+00:00,12,54,0,264.9933356857284,-13.583015635943609
2013-10-09 03:41:20+00:00,-12,-145,0,263.0700144801351,-1.917973969952167
2010-06-01 02:28:03+00:00,-35,147,0,355.11163577671357,32.790369111455426
2017-04-10 22:16:16+00:00,80,31,0,4.506907105751617,-1.5987282624871684
2014-07-10 15:24:21+00:00,-61,-24,0,336.40854601815755,4.323407200400743
2018-10-13 14:12:30+00:00,-68,-151,0,115.8134722436557,-1.4995973959756026
2007-03-10 02:37:09+00:00,32,-16,0,39.066812494461615,-56.21712427847793
2018-09-07 09:01:57+00:00,63,74,0,214.3306002903652,28.943411893855117
2015-12-16 05:39:27+00:00,0,155,0,243.7331055765852,26.61501963024193
2018-03-22 23:00:52+00:00,-53,14,0,183.41193989250488,-37.94957603417629
2008-03-12 09:31:46+00:00,-60,-114,0,150.99116237804324,-23.64030824941181
2007-02-17 05:20:33+00:00,30,86,0,155.62219731470455,44.67733014232709
2010-11-18 06:43:06+00:00,-70,-40,0,120.28789421412348,9.770212352374113
2017-06-19 11:56:42+00:00,74,-118,0,55.80865746538805,14.936042864120129
2011-05-22 14:51:49+00:00,-83,4,0,314.03644075152334,-15.636238814251442
2012-09-17 19:58:55+00:00,65,-9,0,290.84337676973007,-7.483525252927135
2019-09-20 22:30:04+00:00,-69,-131,0,330.5504872511322,17.64222799509415
2019-12-22 04:43:43+00:00,-15,-167,0,248.49581646930068,11.21879599993168
2015-11-24 13:19:12+00:00,53,160,0,5.113882765424959,-57.51221065019593
