timestamp,latitude,longitude,height,azimuth,altitude
2007-02-24 07:43:20+00:00,39,-156,0,295.27532805809807,-41.26082715828465
2007-01-11 20:47:20+00:00,15,-116,0,200.4481834115298,50.85486484204949
2007-01-02 04:38:54+00:00,-65,138,0,324.54473204043217,44.508437109073036
2007-11-03 10:24:59+00:00,24,-36,0,119.85949885524545,23.006423117442818
2007-08-04 20:05:37+00:00,-15,126,0,78.10980063269675,-27.06057315274387
2007-08-14 17:12:30+00:00,1,170,0,74.12766478989698,-22.129738692440487
2007-02-06 15:13:51+00:00,7,-101,0,112.52698974973151,29.986066739716367
2007-08-07 22:05:11+00:00,33,162,0,98.93191118770957,43.534250997768545
2007-08-08 20:40:00+00:00,-86,107,0,123.47973609495789,-18.274164793200487
2007-01-16 22:04:21+00:00,-84,-146,0,357.33176237095745,26.844401402689538
2007-11-05 20:57:21+00:00,-27,146,0,98.18821342360816,19.62490623795069
2007-02-16 10:31:56+00:00,-32,177,0,216.37510841321938,-37.85646354577061
2007-08-07 20:02:03+00:00,7,168,0,75.06814375278182,18.197617360712144
2007-01-02 20:26:51+00:00,-66,45,0,188.65132965402304,-0.8349475549501201
2007-12-23 23:09:46+00:00,-37,-57,0,239.24479619207,-1.0132855307169597
2007-07-14 02:26:28+00:00,-21,105,0,44.77336918927941,32.15770155176227
2007-11-10 02:28:49+00:00,25,30,0,98.47066340824085,-23.835421226815765
2007-11-24 04:07:45+00:00,-35,-6,0,124.91699460935934,-11.091422001000778
2007-08-18 22:14:03+00:00,63,138,0,102.45962277451025,20.75064799919499
2007-03-02 17:00:09+00:00,44,-129,0,119.10145226597838,17.548268773694517
2007-03-14 02:50:06+00:00,68,-47,0,352.407663704434,-24.506766762320154
2007-10-19 02:53:19+00:00,-58,1,0,131.63654624782637,-11.820751823264297
2007-12-13 02:35:54+00:00,-88,-123,0,261.7670743069187,22.854406546937273
2007-10-27 19:24:52+00:00,-46,-136,0,34.75353925467529,52.48630898151
2007-01-02 02:57:09+00:00,20,-119,0,252.0555897880164,-20.27759676176433
2007-07-25 07:16:29+00:00,-10,91,0,328.62389486821763,55.21764746168942
2007-09-14 06:27:01+00:00,-79,168,0,274.86933825472664,-2.6119144654196895
2007-10-12 07:20:32+00:00,-28,-80,0,132.57774525537923,-42.17801722691827
2007-01-14 02:18:32+00:00,-3,42,0,112.82326979163264,-13.414521814048513
2007-05-24 08:55:10+00:00,-59,6,0,36.60119783379491,3.8899094844923385
2007-03-26 05:50:31+00:00,75,-85,0,1.094641054452552,-12.891487350977672
2007-08-23 11:08:22+00:00,-57,132,0,251.91858101028924,-24.809577860996143
2007-08-03 13:50:47+00:00,-29,26,0,306.0517109069061,21.561531268276447
